Test strain	Target strain	Time (H)	Estimate effect on target	Estimate effect on test	"FDR Adj PValue, effect on target"	"FDR Adj PValue, effect on test"	Ecological interaction type	Consensus ecological interaction type
RBL103	AN67	48	0.133145928	0.009536918	0.028637343	0.854253746	Commensalism	commensalism
RBL103	AN67	60	0.154584967	0.008075021	0.017263086	0.882461292	Commensalism	commensalism
RBL103	AN67	72	0.18962338	0.008098456	0.00608886	0.888101716	Commensalism	commensalism
RBL103	AN67	84	0.210352607	0.010527349	0.003896688	0.859143695	Commensalism	commensalism
RBL103	AN67	96	0.22372488	0.012828422	0.002246445	0.825355998	Commensalism	commensalism
RBL103	AN67	108	0.226681923	0.020698604	0.002013253	0.7241579	Commensalism	commensalism
RBL103	AN67	120	0.230968468	0.040552074	0.002171308	0.535245206	Commensalism	commensalism
RBL103	AN67	132	0.232725411	0.054792803	0.002232265	0.413727701	Commensalism	commensalism
RBL103	AN67	144	0.236184895	0.087293936	0.001859754	0.201584982	Commensalism	commensalism
RBL103	AN67	156	0.234976559	0.098594615	0.002034903	0.154485711	Commensalism	commensalism
RBL103	AN67	168	0.236799611	0.125128834	0.00192487	0.06864319	Commensalism	commensalism
RBL103	AN68	12	0.002668266	-0.222825593	0.077823192	1.97091E-06	Amensalism	exploitation
RBL103	AN68	24	0.033206417	-0.219682482	0.009123907	1.07773E-06	Exploitation	exploitation
RBL103	AN68	36	0.072086884	-0.212990183	4.19109E-05	2.42797E-06	Exploitation	exploitation
RBL103	AN68	48	0.124245383	-0.22740148	1.11829E-08	6.06944E-07	Exploitation	exploitation
RBL103	AN68	60	0.142727201	-0.229246203	6.83682E-10	2.21371E-06	Exploitation	exploitation
RBL103	AN68	72	0.15646263	-0.237098788	1.94048E-08	4.85868E-08	Exploitation	exploitation
RBL103	AN68	84	0.165298181	-0.231695371	1.23525E-08	7.11489E-07	Exploitation	exploitation
RBL103	AN68	96	0.164017387	-0.235394074	4.81817E-08	1.89466E-09	Exploitation	exploitation
RBL103	AN68	108	0.160868545	-0.237567097	5.88338E-08	1.2293E-08	Exploitation	exploitation
RBL103	AN68	120	0.156455007	-0.237332814	1.26988E-07	2.4244E-09	Exploitation	exploitation
RBL103	AN68	132	0.154081527	-0.234505356	8.63175E-08	6.16244E-08	Exploitation	exploitation
RBL103	AN68	144	0.149145667	-0.234569668	7.98334E-08	3.46556E-08	Exploitation	exploitation
RBL103	AN68	156	0.145326197	-0.235923249	4.18402E-08	3.14347E-08	Exploitation	exploitation
RBL103	AN68	168	0.139397302	-0.238645836	4.36291E-08	1.96133E-07	Exploitation	exploitation
RBL103	AN69	12	0.017732513	-0.010247322	0.554619491	0.001588	Amensalism	commensalism
RBL103	AN69	24	0.023287773	-0.011662149	0.494673527	0.000863225	Amensalism	commensalism
RBL103	AN69	36	0.044517786	-0.013401588	0.225005608	0.000538023	Amensalism	commensalism
RBL103	AN69	48	0.080216912	-0.012669183	0.060936919	0.013391781	Amensalism	commensalism
RBL103	AN69	60	0.100899341	-0.007912201	0.035434561	0.123698045	Commensalism	commensalism
RBL103	AN69	72	0.116121851	-0.006433899	0.026595511	0.432759128	Commensalism	commensalism
RBL103	AN69	84	0.127537208	-0.005275703	0.023759239	0.5440041	Commensalism	commensalism
RBL103	AN69	96	0.127663509	-0.012901971	0.027893823	0.305167459	Commensalism	commensalism
RBL103	AN69	108	0.124476821	-0.019110007	0.036504246	0.215988891	Commensalism	commensalism
RBL103	AN69	120	0.126728247	-0.015718378	0.03511733	0.352242775	Commensalism	commensalism
RBL103	AN69	132	0.12662598	-0.00736884	0.032883211	0.718353922	Commensalism	commensalism
RBL103	AN69	144	0.127426297	-0.00155176	0.028420135	0.947332288	Commensalism	commensalism
RBL103	AN69	156	0.125250562	0.00204429	0.030859039	0.934020506	Commensalism	commensalism
RBL103	AN69	168	0.120499313	0.002753356	0.032611092	0.914984774	Commensalism	commensalism
RBL103	AN70	12	0.038746143	0.027666595	0.392824155	0.517455891	Neutralism	neutralism
RBL103	AN70	24	0.037110771	0.025553696	0.452184784	0.577568608	Neutralism	neutralism
RBL103	AN70	36	0.037076097	0.022071324	0.47458407	0.64350746	Neutralism	neutralism
RBL103	AN70	48	0.034425119	0.022461	0.516366247	0.629243868	Neutralism	neutralism
RBL103	AN70	60	0.029782246	0.025271196	0.584963063	0.604956861	Neutralism	neutralism
RBL103	AN70	72	0.022732446	0.029144402	0.675306363	0.565359847	Neutralism	neutralism
RBL103	AN70	84	0.019951097	0.030054216	0.719729035	0.569394022	Neutralism	neutralism
RBL103	AN70	96	0.018419638	0.026961267	0.732898521	0.612283883	Neutralism	neutralism
RBL103	AN70	108	0.023932506	0.028840458	0.657793037	0.601456886	Neutralism	neutralism
RBL103	AN70	120	0.034526419	0.037227022	0.540991022	0.536635268	Neutralism	neutralism
RBL103	AN70	132	0.039067671	0.041328382	0.490976924	0.502893984	Neutralism	neutralism
RBL103	AN70	144	0.043323584	0.045202381	0.435111558	0.460744016	Neutralism	neutralism
RBL103	AN70	156	0.045805762	0.046831602	0.414778823	0.449397552	Neutralism	neutralism
RBL103	AN70	168	0.047327483	0.047658951	0.394916747	0.439786125	Neutralism	neutralism
RBL103	AN71	12	0.039005123	-0.044319246	0.378872198	0.313145029	Neutralism	commensalism
RBL103	AN71	24	0.079908038	-0.043005225	0.094924404	0.335385962	Neutralism	commensalism
RBL103	AN71	36	0.119329754	-0.039653235	0.030819268	0.354660669	Commensalism	commensalism
RBL103	AN71	48	0.174495134	-0.049417508	0.005496412	0.283525733	Commensalism	commensalism
RBL103	AN71	60	0.201100736	-0.043544737	0.002562788	0.337037573	Commensalism	commensalism
RBL103	AN71	72	0.235530442	-0.043803485	0.00121783	0.380742257	Commensalism	commensalism
RBL103	AN71	84	0.247916395	-0.033259792	0.000977828	0.49596055	Commensalism	commensalism
RBL103	AN71	96	0.247397487	-0.028124518	0.001205099	0.601372538	Commensalism	commensalism
RBL103	AN71	108	0.244887159	-0.01275698	0.00129756	0.837652214	Commensalism	commensalism
RBL103	AN71	120	0.238223574	0.005050873	0.001494112	0.942594885	Commensalism	commensalism
RBL103	AN71	132	0.235168345	0.012885273	0.001635019	0.857824017	Commensalism	commensalism
RBL103	AN71	144	0.228844574	0.01848256	0.002095325	0.799976701	Commensalism	commensalism
RBL103	AN71	156	0.223282446	0.018279765	0.002247355	0.800296556	Commensalism	commensalism
RBL103	AN71	168	0.217066602	0.015830568	0.002906051	0.828170423	Commensalism	commensalism
RBL103	RBL1	12	0.070276555	0.057768942	0.268709246	0.340072508	Neutralism	neutralism
RBL103	RBL1	24	0.079147574	0.067423582	0.228475625	0.279409159	Neutralism	neutralism
RBL103	RBL1	36	0.080506949	0.062174942	0.231117256	0.323191187	Neutralism	neutralism
RBL103	RBL1	48	0.083000932	0.063077605	0.218036432	0.329646249	Neutralism	neutralism
RBL103	RBL1	60	0.077251504	0.063690413	0.26196827	0.34132133	Neutralism	neutralism
RBL103	RBL1	72	0.068580536	0.0603771	0.320846846	0.372966834	Neutralism	neutralism
RBL103	RBL1	84	0.067335234	0.060403356	0.342997386	0.379557782	Neutralism	neutralism
RBL103	RBL1	96	0.061145874	0.055694143	0.387428135	0.416842199	Neutralism	neutralism
RBL103	RBL1	108	0.059017133	0.052935676	0.404571653	0.441238319	Neutralism	neutralism
RBL103	RBL1	120	0.060517799	0.053740126	0.40130842	0.437290911	Neutralism	neutralism
RBL103	RBL1	132	0.059222488	0.054395018	0.409589486	0.429620078	Neutralism	neutralism
RBL103	RBL1	144	0.057953816	0.059524633	0.413544997	0.383776999	Neutralism	neutralism
RBL103	RBL1	156	0.059317019	0.061841362	0.402216622	0.366810947	Neutralism	neutralism
RBL103	RBL1	168	0.05948876	0.066280583	0.393095172	0.330872441	Neutralism	neutralism
RBL103	RBL11	12	0.048666639	0.061519789	0.202319541	0.164049921	Neutralism	neutralism
RBL103	RBL11	24	0.041039686	0.064532248	0.296604778	0.17006276	Neutralism	neutralism
RBL103	RBL11	36	0.042676454	0.063569134	0.314197414	0.197584497	Neutralism	neutralism
RBL103	RBL11	48	0.041980369	0.065501577	0.322392453	0.174656151	Neutralism	neutralism
RBL103	RBL11	60	0.040674106	0.06978775	0.348444184	0.164829071	Neutralism	neutralism
RBL103	RBL11	72	0.037573948	0.074125209	0.388911062	0.150895939	Neutralism	neutralism
RBL103	RBL11	84	0.035892699	0.079659959	0.410143281	0.138206352	Neutralism	neutralism
RBL103	RBL11	96	0.03246414	0.084971173	0.454719516	0.12610197	Neutralism	neutralism
RBL103	RBL11	108	0.027955488	0.088923655	0.515579822	0.118562032	Neutralism	neutralism
RBL103	RBL11	120	0.022152803	0.089865891	0.605497363	0.128824954	Neutralism	neutralism
RBL103	RBL11	132	0.020133998	0.090961711	0.638326762	0.127676408	Neutralism	neutralism
RBL103	RBL11	144	0.019265829	0.093274612	0.657592459	0.115648759	Neutralism	neutralism
RBL103	RBL11	156	0.016145412	0.093808614	0.708263355	0.111239446	Neutralism	neutralism
RBL103	RBL11	168	0.017058365	0.095690213	0.69714054	0.104324513	Neutralism	neutralism
RBL103	RBL12	12	0.038957717	0.025786806	0.407890763	0.552575467	Neutralism	neutralism
RBL103	RBL12	24	0.030828792	0.021301945	0.531892242	0.644292418	Neutralism	neutralism
RBL103	RBL12	36	0.036274391	0.02070727	0.484966897	0.668072143	Neutralism	neutralism
RBL103	RBL12	48	0.041574852	0.025052341	0.421221401	0.593639629	Neutralism	neutralism
RBL103	RBL12	60	0.037987798	0.027695041	0.467184616	0.570244453	Neutralism	neutralism
RBL103	RBL12	72	0.036012688	0.032191143	0.490935203	0.525050411	Neutralism	neutralism
RBL103	RBL12	84	0.037649102	0.040734365	0.468819112	0.440524192	Neutralism	neutralism
RBL103	RBL12	96	0.037458735	0.05221266	0.454662279	0.339342734	Neutralism	neutralism
RBL103	RBL12	108	0.034250946	0.058180521	0.474202429	0.287530451	Neutralism	neutralism
RBL103	RBL12	120	0.034422975	0.065437274	0.460144995	0.237794544	Neutralism	neutralism
RBL103	RBL12	132	0.034925336	0.068537654	0.446385724	0.223389141	Neutralism	neutralism
RBL103	RBL12	144	0.034885126	0.070741466	0.459989225	0.215842533	Neutralism	neutralism
RBL103	RBL12	156	0.033191917	0.070005917	0.46954078	0.22218833	Neutralism	neutralism
RBL103	RBL12	168	0.034337483	0.071172977	0.472150906	0.217954049	Neutralism	neutralism
RBL103	RBL13	12	0.069306007	0.058366072	0.243299215	0.311305232	Neutralism	neutralism
RBL103	RBL13	24	0.076295529	0.061273142	0.230710983	0.313657123	Neutralism	neutralism
RBL103	RBL13	36	0.082067206	0.055542392	0.236148806	0.389463279	Neutralism	neutralism
RBL103	RBL13	48	0.088705647	0.052840809	0.214790585	0.396379908	Neutralism	neutralism
RBL103	RBL13	60	0.09217441	0.055683304	0.21691127	0.379134359	Neutralism	neutralism
RBL103	RBL13	72	0.100827889	0.061312482	0.194392686	0.344970124	Neutralism	neutralism
RBL103	RBL13	84	0.106892457	0.064712468	0.188340025	0.344279483	Neutralism	neutralism
RBL103	RBL13	96	0.111286324	0.069938587	0.180705601	0.333420295	Neutralism	neutralism
RBL103	RBL13	108	0.112068666	0.075689359	0.183194504	0.297651822	Neutralism	neutralism
RBL103	RBL13	120	0.111609072	0.085628646	0.192482698	0.245766645	Neutralism	neutralism
RBL103	RBL13	132	0.111820329	0.090839011	0.191908314	0.216338736	Neutralism	neutralism
RBL103	RBL13	144	0.111665195	0.096147158	0.1897453	0.192007823	Neutralism	neutralism
RBL103	RBL13	156	0.108496009	0.096577681	0.202698512	0.190468304	Neutralism	neutralism
RBL103	RBL13	168	0.107108336	0.098094569	0.206352171	0.188494718	Neutralism	neutralism
RBL103	RBL18	12	-0.031076158	0.026505035	0.422544566	0.521988552	Neutralism	neutralism
RBL103	RBL18	24	-0.032144163	0.026632005	0.422357929	0.546783403	Neutralism	neutralism
RBL103	RBL18	36	-0.021883442	0.025439792	0.571375649	0.58633999	Neutralism	neutralism
RBL103	RBL18	48	-0.030682834	0.023227274	0.455921364	0.621017091	Neutralism	neutralism
RBL103	RBL18	60	-0.029684044	0.029081419	0.464875321	0.547155781	Neutralism	neutralism
RBL103	RBL18	72	-0.040448798	0.03402431	0.351252611	0.499891521	Neutralism	neutralism
RBL103	RBL18	84	-0.039502235	0.039426788	0.348367504	0.461062389	Neutralism	neutralism
RBL103	RBL18	96	-0.046992484	0.046832402	0.288087596	0.397526888	Neutralism	neutralism
RBL103	RBL18	108	-0.050259385	0.052881301	0.268569708	0.3284397	Neutralism	neutralism
RBL103	RBL18	120	-0.054376187	0.058762139	0.237278933	0.276933255	Neutralism	neutralism
RBL103	RBL18	132	-0.056350225	0.059423327	0.217375104	0.270974346	Neutralism	neutralism
RBL103	RBL18	144	-0.059620348	0.060020613	0.192958505	0.280406659	Neutralism	neutralism
RBL103	RBL18	156	-0.061867499	0.055163564	0.170298349	0.312215283	Neutralism	neutralism
RBL103	RBL18	168	-0.065707312	0.055342024	0.154002925	0.320191954	Neutralism	neutralism
RBL103	RBL20	12	-0.002932484	0.019521602	0.957629155	0.646487233	Neutralism	commensalism
RBL103	RBL20	24	0.001035336	0.022931455	0.985519388	0.613553193	Neutralism	commensalism
RBL103	RBL20	36	0.003988455	0.017177698	0.945367344	0.719216698	Neutralism	commensalism
RBL103	RBL20	48	0.02340842	0.00659815	0.703560995	0.89664965	Neutralism	commensalism
RBL103	RBL20	60	0.057385008	0.010021077	0.383855079	0.84814063	Neutralism	commensalism
RBL103	RBL20	72	0.107054209	0.024887113	0.153413257	0.631836556	Neutralism	commensalism
RBL103	RBL20	84	0.145158166	0.041886599	0.072063126	0.432923656	Neutralism	commensalism
RBL103	RBL20	96	0.173316281	0.063372666	0.047317109	0.228621983	Commensalism	commensalism
RBL103	RBL20	108	0.179813564	0.077785284	0.046097794	0.138001274	Commensalism	commensalism
RBL103	RBL20	120	0.181683614	0.091777961	0.045788586	0.085131646	Commensalism	commensalism
RBL103	RBL20	132	0.180574762	0.09410345	0.047143223	0.076796895	Commensalism	commensalism
RBL103	RBL20	144	0.180171195	0.096433579	0.04602043	0.062817969	Commensalism	commensalism
RBL103	RBL20	156	0.17984287	0.096542126	0.04573441	0.063924255	Commensalism	commensalism
RBL103	RBL20	168	0.178795909	0.097783375	0.04731789	0.058723591	Commensalism	commensalism
RBL103	RBL22	12	-0.026502507	-0.110588814	0.650350867	0.096804156	Neutralism	neutralism
RBL103	RBL22	24	-0.019126761	-0.097596065	0.755622003	0.119554562	Neutralism	neutralism
RBL103	RBL22	36	0.002253935	-0.094600376	0.97180747	0.135165491	Neutralism	neutralism
RBL103	RBL22	48	-0.007289834	-0.105864376	0.912991776	0.126545567	Neutralism	neutralism
RBL103	RBL22	60	-0.010757427	-0.104809395	0.868878258	0.136578633	Neutralism	neutralism
RBL103	RBL22	72	-0.027928438	-0.106222443	0.668495397	0.141230287	Neutralism	neutralism
RBL103	RBL22	84	-0.027304666	-0.104717707	0.672559599	0.149961971	Neutralism	neutralism
RBL103	RBL22	96	-0.037009903	-0.103589291	0.569386849	0.143961027	Neutralism	neutralism
RBL103	RBL22	108	-0.045841306	-0.100264133	0.485498711	0.158574397	Neutralism	neutralism
RBL103	RBL22	120	-0.050855554	-0.097058537	0.442233714	0.181358401	Neutralism	neutralism
RBL103	RBL22	132	-0.052535659	-0.095483525	0.429839175	0.182796456	Neutralism	neutralism
RBL103	RBL22	144	-0.054593974	-0.095960312	0.408495955	0.181363921	Neutralism	neutralism
RBL103	RBL22	156	-0.053470128	-0.099053544	0.418957948	0.176669968	Neutralism	neutralism
RBL103	RBL22	168	-0.055093023	-0.099879974	0.408091233	0.171387579	Neutralism	neutralism
RBL103	RBL53	12	0.03362051	-0.105397737	0.412831384	0.104054124	Neutralism	neutralism
RBL103	RBL53	24	0.043658844	-0.103598883	0.321013531	0.114783263	Neutralism	neutralism
RBL103	RBL53	36	0.060721955	-0.094327521	0.187856984	0.13603624	Neutralism	neutralism
RBL103	RBL53	48	0.069100732	-0.102082266	0.130210016	0.128112762	Neutralism	neutralism
RBL103	RBL53	60	0.064616698	-0.099956312	0.164923123	0.140727327	Neutralism	neutralism
RBL103	RBL53	72	0.054945013	-0.109885757	0.243375203	0.117253698	Neutralism	neutralism
RBL103	RBL53	84	0.053725716	-0.106173222	0.254999919	0.126783886	Neutralism	neutralism
RBL103	RBL53	96	0.051643905	-0.113337046	0.277986409	0.10704036	Neutralism	neutralism
RBL103	RBL53	108	0.051471682	-0.11411266	0.277086903	0.100477949	Neutralism	neutralism
RBL103	RBL53	120	0.047332065	-0.117536779	0.315897532	0.089979706	Neutralism	neutralism
RBL103	RBL53	132	0.0438278	-0.119762475	0.357840095	0.085438938	Neutralism	neutralism
RBL103	RBL53	144	0.044176738	-0.120496975	0.363118948	0.083711909	Neutralism	neutralism
RBL103	RBL53	156	0.043362901	-0.120379183	0.365250868	0.088259314	Neutralism	neutralism
RBL103	RBL53	168	0.034730335	-0.123299297	0.472935296	0.087818374	Neutralism	neutralism
RBL103	RBL62	12	0.029518805	-0.191859973	0.520851646	0.007576254	Amensalism	amensalism
RBL103	RBL62	24	0.053925656	-0.175588925	0.287367073	0.012339876	Amensalism	amensalism
RBL103	RBL62	36	0.063964342	-0.167323478	0.230044684	0.014781075	Amensalism	amensalism
RBL103	RBL62	48	0.058671846	-0.18827752	0.276755091	0.012018986	Amensalism	amensalism
RBL103	RBL62	60	0.048524751	-0.186437117	0.375062702	0.011652305	Amensalism	amensalism
RBL103	RBL62	72	0.033810025	-0.196412805	0.534666796	0.010611876	Amensalism	amensalism
RBL103	RBL62	84	0.026863329	-0.191545608	0.628511761	0.011491301	Amensalism	amensalism
RBL103	RBL62	96	0.021244785	-0.195537449	0.693398623	0.010826396	Amensalism	amensalism
RBL103	RBL62	108	0.01920181	-0.197073133	0.720918101	0.012004425	Amensalism	amensalism
RBL103	RBL62	120	0.018321109	-0.196461123	0.735313715	0.012376109	Amensalism	amensalism
RBL103	RBL62	132	0.018865707	-0.193389026	0.73026165	0.012696389	Amensalism	amensalism
RBL103	RBL62	144	0.021949645	-0.193019023	0.685481161	0.011670209	Amensalism	amensalism
RBL103	RBL62	156	0.023147693	-0.193248793	0.673179374	0.010838209	Amensalism	amensalism
RBL103	RBL62	168	0.02645939	-0.195250642	0.62509652	0.009827969	Amensalism	amensalism
RBL103	RBL101	12	0.033719529	-0.020996353	0.527984105	0.824848734	Neutralism	neutralism
RBL103	RBL101	24	0.043588859	-0.01690624	0.497067814	0.863823967	Neutralism	neutralism
RBL103	RBL101	36	0.050464572	-0.01520412	0.450033253	0.877637357	Neutralism	neutralism
RBL103	RBL101	48	0.050247173	-0.016022894	0.520804492	0.87403302	Neutralism	neutralism
RBL103	RBL101	60	0.045628657	-0.01497178	0.54956029	0.885429391	Neutralism	neutralism
RBL103	RBL101	72	0.041275884	-0.018049203	0.592256281	0.861871798	Neutralism	neutralism
RBL103	RBL101	84	0.050980647	-0.016938685	0.479753255	0.87087971	Neutralism	neutralism
RBL103	RBL101	96	0.051333804	-0.022418809	0.475858748	0.824241936	Neutralism	neutralism
RBL103	RBL101	108	0.047781227	-0.021714885	0.524800867	0.825260198	Neutralism	neutralism
RBL103	RBL101	120	0.039080327	-0.021941909	0.59221041	0.825332412	Neutralism	neutralism
RBL103	RBL101	132	0.035432648	-0.022898446	0.603618292	0.817403096	Neutralism	neutralism
RBL103	RBL101	144	0.025937319	-0.023971981	0.644193182	0.808859419	Neutralism	neutralism
RBL103	RBL101	156	0.023591705	-0.026515486	0.663363851	0.789137418	Neutralism	neutralism
RBL103	RBL101	168	0.012836371	-0.03247196	0.778184419	0.743065162	Neutralism	neutralism
RBL103	RBL102	12	-0.033952197	-0.109918872	0.552096374	0.085279147	Neutralism	neutralism
RBL103	RBL102	24	-0.029362229	-0.103043386	0.631599654	0.108242195	Neutralism	neutralism
RBL103	RBL102	36	-0.007645883	-0.102468542	0.905840785	0.110030858	Neutralism	neutralism
RBL103	RBL102	48	-0.011569122	-0.115152961	0.863508994	0.093981453	Neutralism	neutralism
RBL103	RBL102	60	-0.013849146	-0.115995379	0.83508007	0.094223549	Neutralism	neutralism
RBL103	RBL102	72	-0.02751027	-0.112355992	0.680962122	0.112551274	Neutralism	neutralism
RBL103	RBL102	84	-0.025048464	-0.107854137	0.706261606	0.13051541	Neutralism	neutralism
RBL103	RBL102	96	-0.03604557	-0.102031503	0.590665955	0.152057096	Neutralism	neutralism
RBL103	RBL102	108	-0.03920847	-0.096922796	0.56659156	0.181615959	Neutralism	neutralism
RBL103	RBL102	120	-0.03938989	-0.092800761	0.574161825	0.215363593	Neutralism	neutralism
RBL103	RBL102	132	-0.037519975	-0.089875727	0.591946522	0.222026191	Neutralism	neutralism
RBL103	RBL102	144	-0.039838362	-0.088329366	0.564256693	0.236050148	Neutralism	neutralism
RBL103	RBL102	156	-0.041628265	-0.093522605	0.545155234	0.217877263	Neutralism	neutralism
RBL103	RBL102	168	-0.04528031	-0.093666613	0.513233696	0.2212863	Neutralism	neutralism
RBL103	RBL110	12	-0.003201001	-0.215324962	0.045538282	8.89731E-09	Competition	competition
RBL103	RBL110	24	0.0058767	-0.210943851	0.203411363	1.03933E-06	Amensalism	competition
RBL103	RBL110	36	0.016998249	-0.207377949	0.000772303	7.24895E-09	Exploitation	competition
RBL103	RBL110	48	0.012998712	-0.225803006	0.005586442	8.64084E-09	Exploitation	competition
RBL103	RBL110	60	0.00061885	-0.227581665	0.894085777	3.11837E-08	Amensalism	competition
RBL103	RBL110	72	-0.010781237	-0.235038945	0.0353495	2.16264E-08	Competition	competition
RBL103	RBL110	84	-0.017880799	-0.230571145	0.003464032	3.89466E-08	Competition	competition
RBL103	RBL110	96	-0.023673517	-0.233493222	5.68232E-05	3.71459E-07	Competition	competition
RBL103	RBL110	108	-0.030075349	-0.235279143	3.99765E-05	1.31521E-06	Competition	competition
RBL103	RBL110	120	-0.033095389	-0.236578227	1.5358E-05	5.88378E-07	Competition	competition
RBL103	RBL110	132	-0.036897716	-0.233976316	5.36248E-06	1.78017E-06	Competition	competition
RBL103	RBL110	144	-0.040069769	-0.233863159	9.7024E-07	1.41454E-06	Competition	competition
RBL103	RBL110	156	-0.042949002	-0.236079386	6.57698E-07	2.29121E-07	Competition	competition
RBL103	RBL110	168	-0.045063914	-0.239566214	6.66813E-07	6.17837E-07	Competition	competition
RBL103	RBL111	12	-0.039158845	-0.048546617	0.531387931	0.30105061	Neutralism	neutralism
RBL103	RBL111	24	-0.034715826	-0.036754373	0.586642275	0.421883868	Neutralism	neutralism
RBL103	RBL111	36	-0.022899447	-0.03681838	0.71904696	0.414554461	Neutralism	neutralism
RBL103	RBL111	48	-0.037295038	-0.036614594	0.566363769	0.448103703	Neutralism	neutralism
RBL103	RBL111	60	-0.040554169	-0.035267689	0.530230969	0.467870812	Neutralism	neutralism
RBL103	RBL111	72	-0.052275395	-0.035530889	0.429674515	0.479356067	Neutralism	neutralism
RBL103	RBL111	84	-0.050591784	-0.034103766	0.442006971	0.501977876	Neutralism	neutralism
RBL103	RBL111	96	-0.06349043	-0.04151338	0.337833087	0.40492425	Neutralism	neutralism
RBL103	RBL111	108	-0.069915689	-0.042069661	0.29425025	0.38520745	Neutralism	neutralism
RBL103	RBL111	120	-0.062287302	-0.037969424	0.365833435	0.447406204	Neutralism	neutralism
RBL103	RBL111	132	-0.057478469	-0.035954772	0.408612804	0.475501149	Neutralism	neutralism
RBL103	RBL111	144	-0.058179197	-0.033089518	0.399379445	0.514532315	Neutralism	neutralism
RBL103	RBL111	156	-0.055743451	-0.032800076	0.417005162	0.526622072	Neutralism	neutralism
RBL103	RBL111	168	-0.057093703	-0.032387025	0.407863775	0.539345971	Neutralism	neutralism
RBL103	RBL117	12	0.061844158	-0.07283815	0.310311745	0.421969727	Neutralism	neutralism
RBL103	RBL117	24	0.074091491	-0.067877191	0.247365151	0.466501614	Neutralism	neutralism
RBL103	RBL117	36	0.088001891	-0.061471877	0.191712641	0.491391816	Neutralism	neutralism
RBL103	RBL117	48	0.08795085	-0.075893052	0.215545759	0.414939519	Neutralism	neutralism
RBL103	RBL117	60	0.080011407	-0.076112863	0.272619737	0.404010252	Neutralism	neutralism
RBL103	RBL117	72	0.067649597	-0.088777424	0.342188529	0.341424655	Neutralism	neutralism
RBL103	RBL117	84	0.064850219	-0.085477348	0.384454594	0.349769561	Neutralism	neutralism
RBL103	RBL117	96	0.056434632	-0.092174271	0.453189413	0.324107655	Neutralism	neutralism
RBL103	RBL117	108	0.053275999	-0.093498726	0.467251859	0.325260657	Neutralism	neutralism
RBL103	RBL117	120	0.059296172	-0.091482719	0.403128915	0.337888707	Neutralism	neutralism
RBL103	RBL117	132	0.059958085	-0.092796506	0.387065776	0.32969163	Neutralism	neutralism
RBL103	RBL117	144	0.060038464	-0.094112442	0.379238075	0.321150694	Neutralism	neutralism
RBL103	RBL117	156	0.058220768	-0.095018037	0.399254338	0.314614676	Neutralism	neutralism
RBL103	RBL117	168	0.056786799	-0.098770785	0.403017616	0.299912265	Neutralism	neutralism
RBL103	RBL156	12	0.000322716	-0.042385603	0.995355248	0.578672414	Neutralism	neutralism
RBL103	RBL156	24	0.021999873	-0.043458697	0.709817314	0.584463762	Neutralism	neutralism
RBL103	RBL156	36	0.032778477	-0.03858605	0.591193575	0.613465121	Neutralism	neutralism
RBL103	RBL156	48	0.028426466	-0.042618552	0.648026906	0.610127017	Neutralism	neutralism
RBL103	RBL156	60	0.018016635	-0.033600259	0.774419521	0.691478879	Neutralism	neutralism
RBL103	RBL156	72	0.004820473	-0.039708748	0.938960744	0.659446109	Neutralism	neutralism
RBL103	RBL156	84	-3.97573E-05	-0.032983211	0.999517429	0.711868964	Neutralism	neutralism
RBL103	RBL156	96	-0.012109606	-0.043843378	0.841612955	0.629679579	Neutralism	neutralism
RBL103	RBL156	108	-0.01972813	-0.048804595	0.74100526	0.600127116	Neutralism	neutralism
RBL103	RBL156	120	-0.019008117	-0.043662142	0.754174152	0.643004721	Neutralism	neutralism
RBL103	RBL156	132	-0.017207676	-0.038531903	0.777958174	0.687061738	Neutralism	neutralism
RBL103	RBL156	144	-0.018784147	-0.03647906	0.755191106	0.704448662	Neutralism	neutralism
RBL103	RBL156	156	-0.019931369	-0.033993293	0.74354859	0.723276688	Neutralism	neutralism
RBL103	RBL156	168	-0.021181353	-0.035350036	0.723646156	0.716024225	Neutralism	neutralism
RBL103	RBL391	12	0.036425784	-0.112779421	0.439719352	0.073617536	Neutralism	neutralism
RBL103	RBL391	24	0.046001302	-0.098669689	0.363160483	0.104682374	Neutralism	neutralism
RBL103	RBL391	36	0.058004044	-0.09606787	0.264770295	0.12002491	Neutralism	neutralism
RBL103	RBL391	48	0.056344627	-0.108212312	0.276199485	0.102939284	Neutralism	neutralism
RBL103	RBL391	60	0.047099446	-0.112543541	0.369653295	0.090457538	Neutralism	neutralism
RBL103	RBL391	72	0.036216751	-0.1138794	0.482489135	0.089490902	Neutralism	neutralism
RBL103	RBL391	84	0.028814404	-0.113890342	0.583604157	0.089538155	Neutralism	neutralism
RBL103	RBL391	96	0.024022597	-0.113940312	0.630850175	0.078335233	Neutralism	neutralism
RBL103	RBL391	108	0.028397429	-0.111172589	0.570008267	0.086337095	Neutralism	neutralism
RBL103	RBL391	120	0.027432148	-0.111579724	0.593522638	0.091870684	Neutralism	neutralism
RBL103	RBL391	132	0.022304353	-0.109907172	0.66525847	0.08833895	Neutralism	neutralism
RBL103	RBL391	144	0.016888751	-0.110053851	0.738626157	0.088071192	Neutralism	neutralism
RBL103	RBL391	156	0.013183516	-0.114322946	0.798344347	0.085344723	Neutralism	neutralism
RBL103	RBL391	168	0.013621871	-0.113272524	0.787982961	0.089873824	Neutralism	neutralism
