Test strain	Target strain	Time (H)	Estimate effect on target	Estimate effect on test	"FDR Adj PValue, effect on target"	"FDR Adj PValue, effect on test"	Ecological interaction type	Consensus ecological interaction type
RBL110	AN02	12	-0.00767261	-0.210881291	0.082097697	1.32273E-07	Amensalism	amensalism
RBL110	AN02	24	-0.005784797	-0.199582272	0.353114036	1.81898E-06	Amensalism	amensalism
RBL110	AN02	36	0.003558791	-0.191585215	0.598367718	2.2981E-08	Amensalism	amensalism
RBL110	AN02	48	0.026256893	-0.195852167	0.009159274	6.59367E-10	Exploitation	amensalism
RBL110	AN02	60	0.028776002	-0.200953075	0.00803275	3.96322E-09	Exploitation	amensalism
RBL110	AN02	72	0.028263315	-0.210968253	0.013699137	4.19569E-09	Exploitation	amensalism
RBL110	AN02	84	0.024174152	-0.210967806	0.024949919	1.18879E-09	Exploitation	amensalism
RBL110	AN02	96	0.008110469	-0.214823726	0.477548742	4.24614E-09	Amensalism	amensalism
RBL110	AN02	108	0.001053736	-0.214008822	0.921644012	1.90278E-08	Amensalism	amensalism
RBL110	AN02	120	-0.008114032	-0.213422269	0.318629852	4.68247E-09	Amensalism	amensalism
RBL110	AN02	132	-0.013022323	-0.213031361	0.066273825	8.79108E-10	Amensalism	amensalism
RBL110	AN02	144	-0.022726448	-0.214175852	0.004890584	6.18173E-09	Competition	amensalism
RBL110	AN02	156	-0.026812095	-0.211371882	0.000623016	1.58533E-10	Competition	amensalism
RBL110	AN02	168	-0.033133098	-0.211857483	8.34387E-05	1.27966E-10	Competition	amensalism
RBL110	AN04	12	-0.000421227	0.016455103	0.848227077	0.000428485	Commensalism	amensalism
RBL110	AN04	24	0.006452814	0.019403572	0.278717147	0.00010798	Commensalism	amensalism
RBL110	AN04	36	0.004968266	0.016354508	0.385280639	0.000701886	Commensalism	amensalism
RBL110	AN04	48	-0.000743685	0.01455875	0.903290084	0.004377915	Commensalism	amensalism
RBL110	AN04	60	-0.007439928	0.017419096	0.274929032	0.011125577	Commensalism	amensalism
RBL110	AN04	72	-0.019747553	0.023234845	0.008260261	0.057211407	Amensalism	amensalism
RBL110	AN04	84	-0.022480798	0.028774954	0.003305744	0.052919528	Amensalism	amensalism
RBL110	AN04	96	-0.030041861	0.034010511	0.000486648	0.034683761	Exploitation	amensalism
RBL110	AN04	108	-0.032164668	0.036770034	0.000416922	0.040310869	Exploitation	amensalism
RBL110	AN04	120	-0.035833933	0.037163941	0.000579478	0.058578846	Amensalism	amensalism
RBL110	AN04	132	-0.038018154	0.036118486	0.000501289	0.085281606	Amensalism	amensalism
RBL110	AN04	144	-0.037502553	0.03727672	0.000861442	0.086755569	Amensalism	amensalism
RBL110	AN04	156	-0.039473001	0.037000133	0.00061767	0.106866722	Amensalism	amensalism
RBL110	AN04	168	-0.039373677	0.036693814	0.000600867	0.098072658	Amensalism	amensalism
RBL110	AN07	12	0.005400972	0.02257395	0.003862259	1.23608E-05	Cooperation	cooperation
RBL110	AN07	24	0.009389908	0.027046744	0.027957537	0.000614595	Cooperation	cooperation
RBL110	AN07	36	0.012319217	0.025242225	0.004034665	9.72957E-05	Cooperation	cooperation
RBL110	AN07	48	0.027660358	0.023531599	0.004733052	0.001827489	Cooperation	cooperation
RBL110	AN07	60	0.039934529	0.026816121	0.001136865	0.00627167	Cooperation	cooperation
RBL110	AN07	72	0.053939833	0.030316968	0.001347221	0.024974415	Cooperation	cooperation
RBL110	AN07	84	0.068039464	0.035860593	0.002396344	0.020999225	Cooperation	cooperation
RBL110	AN07	96	0.087785383	0.040838553	0.000903103	0.014978641	Cooperation	cooperation
RBL110	AN07	108	0.106402125	0.043281399	2.88857E-05	0.018642478	Cooperation	cooperation
RBL110	AN07	120	0.130964126	0.044017267	4.3487E-07	0.030018981	Cooperation	cooperation
RBL110	AN07	132	0.137495426	0.04203724	1.35322E-07	0.026257743	Cooperation	cooperation
RBL110	AN07	144	0.150275743	0.040771249	5.89135E-08	0.027445315	Cooperation	cooperation
RBL110	AN07	156	0.154809386	0.042015419	1.28399E-08	0.021200066	Cooperation	cooperation
RBL110	AN07	168	0.160053227	0.039074659	2.76408E-09	0.013723192	Cooperation	cooperation
RBL110	AN08	12	-0.080750202	0.008015048	0.056914966	0.290998132	Neutralism	neutralism
RBL110	AN08	24	-0.082049544	0.010152695	0.052203283	0.321715759	Neutralism	neutralism
RBL110	AN08	36	-0.07161624	0.009201568	0.061517888	0.358779154	Neutralism	neutralism
RBL110	AN08	48	-0.061454107	0.006259372	0.147377709	0.428344839	Neutralism	neutralism
RBL110	AN08	60	-0.056259674	0.007768227	0.194739752	0.333392717	Neutralism	neutralism
RBL110	AN08	72	-0.057248506	0.019107822	0.219801866	0.21583827	Neutralism	neutralism
RBL110	AN08	84	-0.05672259	0.027847279	0.239595046	0.150803723	Neutralism	neutralism
RBL110	AN08	96	-0.04194528	0.037207943	0.468709796	0.133987347	Neutralism	neutralism
RBL110	AN08	108	-0.022730948	0.042953168	0.719111053	0.121515132	Neutralism	neutralism
RBL110	AN08	120	-0.003414279	0.047150987	0.96094471	0.104305968	Neutralism	neutralism
RBL110	AN08	132	0.002693168	0.049867997	0.969658894	0.085618437	Neutralism	neutralism
RBL110	AN08	144	0.006647522	0.04919432	0.927743281	0.082603419	Neutralism	neutralism
RBL110	AN08	156	0.011882193	0.05093444	0.868765896	0.059547549	Neutralism	neutralism
RBL110	AN08	168	0.011805166	0.048510977	0.870390526	0.054920304	Neutralism	neutralism
RBL110	AN09	12	-0.008804272	0.006610955	0.004148636	0.025601922	Exploitation	commensalism
RBL110	AN09	24	-0.008771882	0.003883869	0.295576652	0.475880341	Neutralism	commensalism
RBL110	AN09	36	-0.003793665	0.000155623	0.672137317	0.975088293	Neutralism	commensalism
RBL110	AN09	48	0.004353068	-0.002456779	0.529997087	0.421079384	Neutralism	commensalism
RBL110	AN09	60	-0.002293053	0.000133366	0.661283233	0.956235857	Neutralism	commensalism
RBL110	AN09	72	-0.011443801	0.011120143	0.069283291	0.009264337	Commensalism	commensalism
RBL110	AN09	84	-0.009431369	0.020967523	0.143647244	0.001572168	Commensalism	commensalism
RBL110	AN09	96	-0.010199997	0.033362128	0.145142307	0.00745423	Commensalism	commensalism
RBL110	AN09	108	-0.009501922	0.038761381	0.219035602	0.009032912	Commensalism	commensalism
RBL110	AN09	120	-0.010313954	0.041635061	0.293269091	0.012443703	Commensalism	commensalism
RBL110	AN09	132	-0.010113197	0.043466457	0.339168048	0.016188585	Commensalism	commensalism
RBL110	AN09	144	-0.009317546	0.042411537	0.37056723	0.015967259	Commensalism	commensalism
RBL110	AN09	156	-0.005394304	0.047382491	0.597688886	0.007729675	Commensalism	commensalism
RBL110	AN09	168	-0.001889757	0.050558142	0.840563644	0.002056647	Commensalism	commensalism
RBL110	AN10	12	0.037293409	0.054114782	0.404884709	0.241290039	Neutralism	neutralism
RBL110	AN10	24	0.038092752	0.056852236	0.435498257	0.25586682	Neutralism	neutralism
RBL110	AN10	36	0.038448818	0.054788374	0.42568413	0.266541188	Neutralism	neutralism
RBL110	AN10	48	0.033527974	0.050043394	0.495239573	0.323537636	Neutralism	neutralism
RBL110	AN10	60	0.030943558	0.054247664	0.523235199	0.296246844	Neutralism	neutralism
RBL110	AN10	72	0.024559624	0.06439728	0.617628819	0.26578985	Neutralism	neutralism
RBL110	AN10	84	0.025944194	0.074307842	0.605870142	0.222664137	Neutralism	neutralism
RBL110	AN10	96	0.025524363	0.087466053	0.61139491	0.169190821	Neutralism	neutralism
RBL110	AN10	108	0.028377753	0.094396577	0.576949466	0.151033095	Neutralism	neutralism
RBL110	AN10	120	0.030556798	0.099074897	0.553435607	0.145652304	Neutralism	neutralism
RBL110	AN10	132	0.030178713	0.098604937	0.565216235	0.153975349	Neutralism	neutralism
RBL110	AN10	144	0.028496123	0.09799125	0.586340403	0.156794296	Neutralism	neutralism
RBL110	AN10	156	0.028281694	0.09647031	0.59406711	0.16817053	Neutralism	neutralism
RBL110	AN10	168	0.022782103	0.092765671	0.657651087	0.169257399	Neutralism	neutralism
RBL110	AN11	12	-0.049778098	-0.020199681	0.353050857	0.670944456	Neutralism	neutralism
RBL110	AN11	24	-0.0442877	-0.015816591	0.417060713	0.739260355	Neutralism	neutralism
RBL110	AN11	36	-0.041879799	-0.018755451	0.458097155	0.702838114	Neutralism	neutralism
RBL110	AN11	48	-0.037191704	-0.0232183	0.531348422	0.643370721	Neutralism	neutralism
RBL110	AN11	60	-0.041394086	-0.021858727	0.489070696	0.664505134	Neutralism	neutralism
RBL110	AN11	72	-0.051765339	-0.014162692	0.396379908	0.796866111	Neutralism	neutralism
RBL110	AN11	84	-0.05203851	-0.003375793	0.400488408	0.953997603	Neutralism	neutralism
RBL110	AN11	96	-0.052271167	0.013889408	0.408326625	0.823920924	Neutralism	neutralism
RBL110	AN11	108	-0.047365538	0.024093415	0.458417979	0.700553282	Neutralism	neutralism
RBL110	AN11	120	-0.04629321	0.028001012	0.477868926	0.667697302	Neutralism	neutralism
RBL110	AN11	132	-0.047217772	0.025713789	0.470191498	0.69528525	Neutralism	neutralism
RBL110	AN11	144	-0.046921854	0.025603756	0.466109091	0.691367976	Neutralism	neutralism
RBL110	AN11	156	-0.049355801	0.024523331	0.445892334	0.702630221	Neutralism	neutralism
RBL110	AN11	168	-0.049957064	0.021995075	0.436836847	0.728840285	Neutralism	neutralism
RBL110	AN14	12	0.034289117	0.050342934	0.474067322	0.310102785	Neutralism	neutralism
RBL110	AN14	24	0.033381412	0.050316326	0.507927546	0.325823399	Neutralism	neutralism
RBL110	AN14	36	0.032028671	0.046406525	0.535901764	0.371040488	Neutralism	neutralism
RBL110	AN14	48	0.032995933	0.044722013	0.535959122	0.400837082	Neutralism	neutralism
RBL110	AN14	60	0.036945156	0.047915853	0.496189214	0.381580808	Neutralism	neutralism
RBL110	AN14	72	0.037893815	0.053838444	0.490269208	0.335240356	Neutralism	neutralism
RBL110	AN14	84	0.036447402	0.059709261	0.515447185	0.300265969	Neutralism	neutralism
RBL110	AN14	96	0.036375441	0.076943878	0.511802161	0.188147343	Neutralism	neutralism
RBL110	AN14	108	0.040101858	0.086364158	0.480201116	0.159674172	Neutralism	neutralism
RBL110	AN14	120	0.044347256	0.094312717	0.435308287	0.136025832	Neutralism	neutralism
RBL110	AN14	132	0.044952457	0.09568866	0.428433668	0.135538581	Neutralism	neutralism
RBL110	AN14	144	0.044555961	0.095362091	0.428957454	0.135870093	Neutralism	neutralism
RBL110	AN14	156	0.043804999	0.09467303	0.446277722	0.150318022	Neutralism	neutralism
RBL110	AN14	168	0.043847575	0.095197417	0.446277423	0.150145372	Neutralism	neutralism
RBL110	AN17	12	-0.002184826	0.011506566	0.460620433	0.016625301	Commensalism	cooperation
RBL110	AN17	24	0.018495389	0.015338037	0.00567971	0.012661698	Cooperation	cooperation
RBL110	AN17	36	0.023526068	0.011745965	0.000233004	0.076586007	Commensalism	cooperation
RBL110	AN17	48	0.020349098	0.012810453	0.001463111	0.119447126	Commensalism	cooperation
RBL110	AN17	60	0.015343281	0.017233315	0.004387877	0.019648878	Cooperation	cooperation
RBL110	AN17	72	0.009061258	0.021540438	0.21239352	0.009958064	Commensalism	cooperation
RBL110	AN17	84	0.007412326	0.024194972	0.34674633	0.013330986	Commensalism	cooperation
RBL110	AN17	96	0.006108292	0.027193126	0.544117098	0.054032861	Neutralism	cooperation
RBL110	AN17	108	0.020143032	0.029979257	0.138106954	0.067278676	Neutralism	cooperation
RBL110	AN17	120	0.043273121	0.036087307	0.012659205	0.049105347	Cooperation	cooperation
RBL110	AN17	132	0.053424703	0.041672997	0.001967127	0.038182844	Cooperation	cooperation
RBL110	AN17	144	0.066325649	0.045514363	5.39581E-05	0.034695822	Cooperation	cooperation
RBL110	AN17	156	0.06913407	0.046840977	1.31286E-05	0.032252013	Cooperation	cooperation
RBL110	AN17	168	0.076472343	0.0497746	3.49949E-07	0.029608177	Cooperation	cooperation
RBL110	AN18	12	-0.001050517	0.016769899	0.58996211	0.00149439	Commensalism	commensalism
RBL110	AN18	24	0.00533628	0.018542494	0.196262931	0.002507486	Commensalism	commensalism
RBL110	AN18	36	0.010611821	0.016683871	0.021209462	0.009066081	Cooperation	commensalism
RBL110	AN18	48	0.018819831	0.016245595	0.001781221	0.013554678	Cooperation	commensalism
RBL110	AN18	60	0.01192932	0.019402331	0.03360241	0.007072993	Cooperation	commensalism
RBL110	AN18	72	-0.002533008	0.025302032	0.68959585	0.021605202	Commensalism	commensalism
RBL110	AN18	84	-0.007107185	0.029793544	0.370120532	0.015258337	Commensalism	commensalism
RBL110	AN18	96	-0.010884304	0.035647216	0.325342399	0.016643627	Commensalism	commensalism
RBL110	AN18	108	-0.007542168	0.039731945	0.575656673	0.017874644	Commensalism	commensalism
RBL110	AN18	120	-0.001746453	0.043800543	0.924291902	0.015974498	Commensalism	commensalism
RBL110	AN18	132	0.000821797	0.045499746	0.966024762	0.016515135	Commensalism	commensalism
RBL110	AN18	144	0.009085715	0.047791176	0.662686382	0.019193661	Commensalism	commensalism
RBL110	AN18	156	0.010392751	0.049479667	0.615310592	0.021309367	Commensalism	commensalism
RBL110	AN18	168	0.015833174	0.051318913	0.479575026	0.017790694	Commensalism	commensalism
RBL110	AN19	12	0.033276756	0.050850275	0.476806749	0.301231507	Neutralism	commensalism
RBL110	AN19	24	0.025644914	0.045309566	0.620038986	0.401088641	Neutralism	commensalism
RBL110	AN19	36	0.024669527	0.040178928	0.633319775	0.451199116	Neutralism	commensalism
RBL110	AN19	48	0.034647456	0.039242717	0.513289845	0.479870938	Neutralism	commensalism
RBL110	AN19	60	0.048707415	0.047691705	0.360841923	0.402691988	Neutralism	commensalism
RBL110	AN19	72	0.074074414	0.063795933	0.173894422	0.304782661	Neutralism	commensalism
RBL110	AN19	84	0.086386855	0.07725984	0.121922334	0.230649131	Neutralism	commensalism
RBL110	AN19	96	0.1182523	0.090690905	0.044856093	0.167382493	Commensalism	commensalism
RBL110	AN19	108	0.137378347	0.096393435	0.026076681	0.149577889	Commensalism	commensalism
RBL110	AN19	120	0.162636015	0.099962865	0.01171148	0.146652834	Commensalism	commensalism
RBL110	AN19	132	0.171658547	0.099692104	0.009324877	0.15030585	Commensalism	commensalism
RBL110	AN19	144	0.187922495	0.098069405	0.006033916	0.153092839	Commensalism	commensalism
RBL110	AN19	156	0.191839023	0.096858195	0.005804091	0.157101173	Commensalism	commensalism
RBL110	AN19	168	0.198178066	0.092036456	0.004403237	0.16057063	Commensalism	commensalism
RBL110	AN20	12	-0.00502498	0.012864564	0.19238463	0.011853855	Commensalism	neutralism
RBL110	AN20	24	-0.000871656	0.014013101	0.908628119	0.003767951	Commensalism	neutralism
RBL110	AN20	36	-0.004261899	0.006831635	0.630259428	0.080829394	Neutralism	neutralism
RBL110	AN20	48	-0.006603229	0.003464107	0.487709705	0.274565585	Neutralism	neutralism
RBL110	AN20	60	-0.010530059	0.002866666	0.32996663	0.411689768	Neutralism	neutralism
RBL110	AN20	72	-0.016919191	0.011312734	0.178346166	0.163410374	Neutralism	neutralism
RBL110	AN20	84	-0.018848923	0.020827572	0.171515427	0.055565571	Neutralism	neutralism
RBL110	AN20	96	-0.021206288	0.044353155	0.157404896	0.032764282	Commensalism	neutralism
RBL110	AN20	108	-0.022835246	0.054866362	0.1295288	0.03187597	Commensalism	neutralism
RBL110	AN20	120	-0.026416691	0.064137339	0.088177652	0.050205145	Neutralism	neutralism
RBL110	AN20	132	-0.027982344	0.066396426	0.068598238	0.055080303	Neutralism	neutralism
RBL110	AN20	144	-0.029420814	0.069420737	0.062786966	0.062711053	Neutralism	neutralism
RBL110	AN20	156	-0.031322411	0.069802158	0.048257429	0.065435938	Amensalism	neutralism
RBL110	AN20	168	-0.029774506	0.07152483	0.069383884	0.070785328	Neutralism	neutralism
RBL110	AN21	12	-0.07617902	-0.05036235	0.058497531	0.387853012	Neutralism	amensalism
RBL110	AN21	24	-0.067955481	-0.041448647	0.068411242	0.435765311	Neutralism	amensalism
RBL110	AN21	36	-0.058189529	-0.045857655	0.124303448	0.406014071	Neutralism	amensalism
RBL110	AN21	48	-0.057680891	-0.053334521	0.127557585	0.355842971	Neutralism	amensalism
RBL110	AN21	60	-0.066136068	-0.056619621	0.095720272	0.337354657	Neutralism	amensalism
RBL110	AN21	72	-0.081751406	-0.05660062	0.043013147	0.366573203	Amensalism	amensalism
RBL110	AN21	84	-0.090934562	-0.054633262	0.021750729	0.394035961	Amensalism	amensalism
RBL110	AN21	96	-0.096941633	-0.053334074	0.014793834	0.410004508	Amensalism	amensalism
RBL110	AN21	108	-0.097083539	-0.050902759	0.016672626	0.421440144	Amensalism	amensalism
RBL110	AN21	120	-0.098102256	-0.052537432	0.014588466	0.418620434	Amensalism	amensalism
RBL110	AN21	132	-0.097156701	-0.053423632	0.015723325	0.404187436	Amensalism	amensalism
RBL110	AN21	144	-0.102602436	-0.057289197	0.011660873	0.365362004	Amensalism	amensalism
RBL110	AN21	156	-0.103192578	-0.055320799	0.01137927	0.392121731	Amensalism	amensalism
RBL110	AN21	168	-0.105032984	-0.050846764	0.010743849	0.442348953	Amensalism	amensalism
RBL110	AN23	12	-0.002577854	-0.11785309	0.402065453	0.058343605	Neutralism	commensalism
RBL110	AN23	24	0.053022661	-0.113755554	0.000105482	0.060691785	Commensalism	commensalism
RBL110	AN23	36	0.082560907	-0.106559368	7.36573E-06	0.060662841	Commensalism	commensalism
RBL110	AN23	48	0.119196713	-0.113728647	2.309E-06	0.052168441	Commensalism	commensalism
RBL110	AN23	60	0.135112387	-0.112533721	9.40063E-07	0.05964357	Commensalism	commensalism
RBL110	AN23	72	0.157673398	-0.115801787	3.05067E-07	0.080881447	Commensalism	commensalism
RBL110	AN23	84	0.170629028	-0.111620668	1.88093E-07	0.104964513	Commensalism	commensalism
RBL110	AN23	96	0.188603734	-0.106984004	2.59999E-08	0.1469365	Commensalism	commensalism
RBL110	AN23	108	0.197361368	-0.105587316	6.67663E-09	0.160268828	Commensalism	commensalism
RBL110	AN23	120	0.210527509	-0.10243071	6.61048E-11	0.171634844	Commensalism	commensalism
RBL110	AN23	132	0.215600444	-0.100928031	3.86577E-12	0.17877035	Commensalism	commensalism
RBL110	AN23	144	0.222511143	-0.102892643	5.88376E-13	0.179134198	Commensalism	commensalism
RBL110	AN23	156	0.224216071	-0.099319536	5.41852E-14	0.193528405	Commensalism	commensalism
RBL110	AN23	168	0.224140225	-0.100713246	7.55672E-14	0.192040353	Commensalism	commensalism
RBL110	AN24	12	0.026865103	0.04982827	0.549680209	0.321442321	Neutralism	neutralism
RBL110	AN24	24	0.027922711	0.046244239	0.555433888	0.37747696	Neutralism	neutralism
RBL110	AN24	36	0.03543362	0.045794809	0.478457185	0.38756257	Neutralism	neutralism
RBL110	AN24	48	0.043440128	0.04568054	0.403458265	0.407378874	Neutralism	neutralism
RBL110	AN24	60	0.047144008	0.056993832	0.366304641	0.299237993	Neutralism	neutralism
RBL110	AN24	72	0.051086526	0.076772879	0.340972825	0.178006695	Neutralism	neutralism
RBL110	AN24	84	0.058218065	0.090983026	0.289141274	0.131047847	Neutralism	neutralism
RBL110	AN24	96	0.06845552	0.10605964	0.211879154	0.10731236	Neutralism	neutralism
RBL110	AN24	108	0.073337276	0.111860704	0.190313789	0.107185006	Neutralism	neutralism
RBL110	AN24	120	0.075184187	0.114007234	0.172178799	0.113009072	Neutralism	neutralism
RBL110	AN24	132	0.073939121	0.113470579	0.174132868	0.119242499	Neutralism	neutralism
RBL110	AN24	144	0.070637253	0.11359705	0.187091359	0.126068365	Neutralism	neutralism
RBL110	AN24	156	0.070334677	0.114933289	0.195578633	0.12955326	Neutralism	neutralism
RBL110	AN24	168	0.065278742	0.114287578	0.229568581	0.132668775	Neutralism	neutralism
RBL110	AN25	12	0.004621599	0.021135547	0.000291371	2.70494E-06	Cooperation	commensalism
RBL110	AN25	24	0.003283116	0.021675496	0.03971787	0.000247694	Cooperation	commensalism
RBL110	AN25	36	0.000750614	0.017747029	0.627953926	0.001918615	Commensalism	commensalism
RBL110	AN25	48	-0.005295517	0.013786051	0.01136908	0.026790238	Exploitation	commensalism
RBL110	AN25	60	-0.009637528	0.01729446	0.000317237	0.021377441	Exploitation	commensalism
RBL110	AN25	72	-0.012547887	0.030161542	0.02122006	0.020750242	Exploitation	commensalism
RBL110	AN25	84	-0.008736304	0.038532029	0.241687443	0.013598153	Commensalism	commensalism
RBL110	AN25	96	0.006038358	0.05500897	0.649777506	0.007476187	Commensalism	commensalism
